1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 2.16E-03, 2.64E-03, 3.05E-03, 3.03E-03, 2.05E-03, 2.96E-04, 2.05E-03, 3.03E-03, 3.05E-03, 2.64E-03, 2.16E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04
1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 2.16E-03, 2.64E-03, 3.05E-03, 3.03E-03, 2.05E-03, 2.05E-03, 2.05E-03, 3.03E-03, 3.05E-03, 2.64E-03, 2.16E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04
1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 2.16E-03, 2.64E-03, 2.64E-03, 3.05E-03, 3.03E-03, 3.03E-03, 3.03E-03, 3.05E-03, 2.64E-03, 2.64E-03, 2.16E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04
1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 2.16E-03, 2.64E-03, 2.64E-03, 3.05E-03, 3.05E-03, 3.05E-03, 2.64E-03, 2.64E-03, 2.16E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04
1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 1.73E-03, 2.16E-03, 2.64E-03, 2.64E-03, 2.64E-03, 2.64E-03, 2.64E-03, 2.16E-03, 1.73E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04
1.37E-04, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 9.35E-04, 1.14E-03, 1.40E-03, 1.73E-03, 1.73E-03, 2.16E-03, 2.16E-03, 2.16E-03, 2.16E-03, 2.16E-03, 1.73E-03, 1.73E-03, 1.40E-03, 1.14E-03, 9.35E-04, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 1.37E-04
0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 4.85E-04, 5.62E-04, 6.58E-04, 7.80E-04, 9.35E-04, 1.14E-03, 1.14E-03, 1.40E-03, 1.40E-03, 1.73E-03, 1.73E-03, 1.73E-03, 1.73E-03, 1.73E-03, 1.40E-03, 1.40E-03, 1.14E-03, 1.14E-03, 9.35E-04, 7.80E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00
0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 6.58E-04, 7.80E-04, 9.35E-04, 9.35E-04, 1.14E-03, 1.14E-03, 1.40E-03, 1.40E-03, 1.40E-03, 1.40E-03, 1.40E-03, 1.14E-03, 1.14E-03, 9.35E-04, 9.35E-04, 7.80E-04, 6.58E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00
0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.22E-04, 4.85E-04, 5.62E-04, 6.58E-04, 6.58E-04, 7.80E-04, 9.35E-04, 9.35E-04, 9.35E-04, 1.14E-03, 1.14E-03, 1.14E-03, 1.14E-03, 1.14E-03, 9.35E-04, 9.35E-04, 9.35E-04, 7.80E-04, 6.58E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.22E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00
0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 2.91E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 4.85E-04, 5.62E-04, 6.58E-04, 6.58E-04, 7.80E-04, 7.80E-04, 9.35E-04, 9.35E-04, 9.35E-04, 9.35E-04, 9.35E-04, 9.35E-04, 9.35E-04, 7.80E-04, 7.80E-04, 6.58E-04, 6.58E-04, 5.62E-04, 4.85E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 2.91E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.85E-04, 4.85E-04, 5.62E-04, 5.62E-04, 6.58E-04, 6.58E-04, 7.80E-04, 7.80E-04, 7.80E-04, 7.80E-04, 7.80E-04, 7.80E-04, 7.80E-04, 6.58E-04, 6.58E-04, 5.62E-04, 5.62E-04, 4.85E-04, 4.85E-04, 4.22E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 1.37E-04, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.35E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.22E-04, 4.85E-04, 4.85E-04, 5.62E-04, 5.62E-04, 6.58E-04, 6.58E-04, 6.58E-04, 6.58E-04, 6.58E-04, 6.58E-04, 6.58E-04, 5.62E-04, 5.62E-04, 4.85E-04, 4.85E-04, 4.22E-04, 4.22E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 1.37E-04, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.77E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 4.22E-04, 4.22E-04, 4.85E-04, 4.85E-04, 4.85E-04, 5.62E-04, 5.62E-04, 5.62E-04, 5.62E-04, 5.62E-04, 5.62E-04, 5.62E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.22E-04, 4.22E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.77E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.61E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 3.70E-04, 4.22E-04, 4.22E-04, 4.22E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.85E-04, 4.22E-04, 4.22E-04, 4.22E-04, 3.70E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.61E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.49E-04, 1.62E-04, 1.77E-04, 1.93E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.61E-04, 2.61E-04, 2.91E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.70E-04, 3.70E-04, 3.70E-04, 4.22E-04, 4.22E-04, 4.22E-04, 4.22E-04, 4.22E-04, 4.22E-04, 4.22E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.91E-04, 2.61E-04, 2.61E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.49E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 1.37E-04, 1.49E-04, 1.62E-04, 1.62E-04, 1.77E-04, 1.93E-04, 1.93E-04, 2.13E-04, 2.35E-04, 2.35E-04, 2.61E-04, 2.91E-04, 2.91E-04, 2.91E-04, 3.27E-04, 3.27E-04, 3.27E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.70E-04, 3.27E-04, 3.27E-04, 3.27E-04, 2.91E-04, 2.91E-04, 2.91E-04, 2.61E-04, 2.35E-04, 2.35E-04, 2.13E-04, 1.93E-04, 1.93E-04, 1.77E-04, 1.62E-04, 1.62E-04, 1.49E-04, 1.37E-04, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00, 0.00E+00
